Name,Group,Institution,Field,Awards,CNS_total,CNS_avg_per_yr,CNS_years_covered,CNS_gap_years,NeuronNatNeuro_total,eLife_total,nonCNS_total,Lab_start_year,First_senior_paper,Career_stage,Count_source,Authorship_measure,Career_reference_year,Lab_age_source,Count_fetched_at,Count_method_version,Researcher_ID,Publication_model,Identity_status,Current_institution,Institution_status,HHMI_status,HHMI_source_status,Topics,Methods,Model_organisms,Model_organism_status,Paper_species_mentions,Contribution_titles,Contribution_keywords,Contribution_status,Active_years_in_window,CNS_per_active_year,Unresolved_papers,Source_URLs,Review_notes,Faculty_appointment_year,Faculty_appointment_status,CNS_2016,CNS_2017,CNS_2018,CNS_2019,CNS_2020,CNS_2021,CNS_2022,CNS_2023,CNS_2024,CNS_2025
Gul Dolen,early-career awardee,Johns Hopkins University,neuroscience (awardee),Klingenstein-Simons,2,0.2,2,2016;2017;2018;2020;2021;2022;2024;2025,1,0,2,,2015,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:29+00:00,3,pi_f0a0976defa65f4495ab2dee9247ab8c,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory; Neural circuits and behavior,Sequencing and transcriptomics,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,1,0,0,0,1,0,0
Harrison W. Gabel,early-career awardee,Washington University in St. Louis,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,11,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:53:31+00:00,3,pi_427d8c6b08495709827c4cf977f0d070,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Motor systems; Neural circuits and behavior; Sensory systems,Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Catherine Hartley,early-career awardee,New York University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,3,28,,2016,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:32+00:00,3,pi_74677ecf30b453ac8331d07fbce7e058,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Neural circuits and behavior,Computational modeling; Imaging and microscopy; MRI and neuroimaging,,unknown,Human,,,not yet curated,,,2,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 2 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Michael Hoppa,early-career awardee,Dartmouth College,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,8,,2017,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:35+00:00,3,pi_fae0c8c1900b59d183dda9d2ddb855f0,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory,Imaging and microscopy; Optogenetics,,unknown,Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Christine Merlin,early-career awardee,Texas A&M University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,10,,2016,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:36+00:00,3,pi_27829aa6e73952e1b852175ff1812502,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Neural circuits and behavior; Sensory systems; Sleep and circadian rhythms,Sequencing and transcriptomics,,unknown,Drosophila; Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Kate Meyer,early-career awardee,University of North Carolina at Chapel Hill,neuroscience (awardee),"Klingenstein-Simons, Searle Scholar",0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2015,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:38+00:00,3,pi_cc856812221e53e8b4c9eef652e6e704,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 4 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Wei Xu,early-career awardee,University of Texas Southwestern Medical Center,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,4,,2021,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:39+00:00,3,pi_d0fb6ac3d134580b904e17256b56a2d1,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Glia and neuroimmunology; Learning and memory; Motor systems; Neural circuits and behavior,Electrophysiology; Imaging and microscopy,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 1 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Andres Bendesky,early-career awardee,Columbia University,neuroscience (awardee),"Klingenstein-Simons, Searle Scholar",1,0.1,1,2016;2017;2018;2019;2020;2021;2022;2023;2025,0,0,9,,2020,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:41+00:00,3,pi_0cf0a580b8645d3699dcbbd755ac4d96,unified-papers,unreviewed,,unreviewed roster label,,unknown,Neural circuits and behavior; Sensory systems,,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,1,0
Xin Duan,early-career awardee,"University of California, San Francisco",neuroscience (awardee),Klingenstein-Simons,1,0.1,1,2016;2017;2018;2019;2020;2021;2022;2023;2025,2,0,5,,2009,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:43+00:00,3,pi_c283083ef69854668670b8c77eb08656,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Motor systems; Neurodegeneration and aging; Sensory systems,Sequencing and transcriptomics,,unknown,Human; Mouse,,,not yet curated,,,1,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,1,0
Junjie Guo,early-career awardee,University of Texas Southwestern Medical Center,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2019,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:44+00:00,3,pi_b34363a9e97950a982bab6e9eace9081,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 2 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Aashish Manglik,early-career awardee,"University of California, San Francisco",neuroscience (awardee),Klingenstein-Simons,6,0.6,5,2016;2017;2018;2021;2024,0,0,4,,2019,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:46+00:00,3,pi_bef740ef33a053fd865fc335f25dca79,unified-papers,unreviewed,,unreviewed roster label,,unknown,,Imaging and microscopy,,unknown,Human; Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,1,2,0,1,1,0,1
Joseph Parker,early-career awardee,California Institute of Technology,neuroscience (awardee),Klingenstein-Simons,2,0.2,2,2016;2017;2018;2019;2020;2022;2023;2025,0,1,7,,2019,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:48+00:00,3,pi_c406b53c71e85aab88b4ed41035ad77d,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Neural circuits and behavior; Sensory systems,Sequencing and transcriptomics,,unknown,Drosophila,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,1,0,0,1,0
Celine Riera,early-career awardee,Cedars-Sinai Medical Center,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,9,,2019,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:49+00:00,3,pi_f1c8744c355059378b6ca7bc65d0fa2e,unified-papers,unreviewed,,unreviewed roster label,,unknown,Neural circuits and behavior; Neurodegeneration and aging; Sensory systems,,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Simon Sponberg,early-career awardee,Georgia Institute of Technology,neuroscience (awardee),Klingenstein-Simons,1,0.1,1,2016;2017;2018;2019;2020;2021;2022;2024;2025,0,0,21,,2016,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:53:51+00:00,3,pi_ee00c4318e0b5bbaa2aed2683df7e022,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Glia and neuroimmunology; Motor systems; Neural circuits and behavior; Sensory systems,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,1,0,0
