Name,Group,Institution,Field,Awards,CNS_total,CNS_avg_per_yr,CNS_years_covered,CNS_gap_years,NeuronNatNeuro_total,eLife_total,nonCNS_total,Lab_start_year,First_senior_paper,Career_stage,Count_source,Authorship_measure,Career_reference_year,Lab_age_source,Count_fetched_at,Count_method_version,Researcher_ID,Publication_model,Identity_status,Current_institution,Institution_status,HHMI_status,HHMI_source_status,Topics,Methods,Model_organisms,Model_organism_status,Paper_species_mentions,Contribution_titles,Contribution_keywords,Contribution_status,Contribution_review_status,Contribution_review_reason,Active_years_in_window,CNS_per_active_year,Unresolved_papers,Source_URLs,Review_notes,Faculty_appointment_year,Faculty_appointment_status,CNS_2016,CNS_2017,CNS_2018,CNS_2019,CNS_2020,CNS_2021,CNS_2022,CNS_2023,CNS_2024,CNS_2025
Hume Stroud,early-career awardee,University of Texas Southwestern Medical Center,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,1,,2025,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:44+00:00,3,pi_5ada0237b6ca53549d24c194bedb9939,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,Mouse,Comprehensive Arabidopsis methylome maps across gene-silencing mutants; Non-CG methylation mechanisms shaping Arabidopsis epigenetic landscapes; MeCP2-dependent repression of long genes disrupted in Rett syndrome,86 silencing mutants; Arabidopsis methylome; CMT2 methyltransferase; epigenetic regulators; H3K9 dimethylation; long gene expression; MeCP2; methylated CA sites; non-CG methylation; Rett syndrome; single-nucleotide DNA methylation; small RNA accumulation,source-backed examples,complete,Selected full-name papers spanning epigenomic resources/mechanisms and a neuroscience-relevant Rett syndrome mechanism.,,,0,https://pubmed.ncbi.nlm.nih.gov/23313553/; https://pubmed.ncbi.nlm.nih.gov/24336224/; https://pubmed.ncbi.nlm.nih.gov/25762136/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Steffen Wolff,early-career awardee,University of Maryland School of Medicine,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:54:45+00:00,3,pi_644c038685ed5541ac56a9fc7811490a,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,Central amygdala inhibitory-circuit coding of conditioned fear; Basolateral amygdala interneuron subtypes controlling fear learning by disinhibition; Long-range amygdala-prefrontal pathways specifying fear and extinction states,basal amygdala projections; basolateral amygdala; CEl-CEm pathway; central amygdala; conditioned fear; fear conditioning; fear extinction; infralimbic cortex; inhibitory microcircuits; parvalbumin interneurons; prelimbic cortex; somatostatin interneurons,source-backed examples,complete,"Selected full-name fear-circuit papers that represent distinct local, central-amygdala and long-range circuit mechanisms.",,,0,https://pubmed.ncbi.nlm.nih.gov/21068837/; https://pubmed.ncbi.nlm.nih.gov/24462103/; https://pubmed.ncbi.nlm.nih.gov/24814341/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Eviatar Yemini,early-career awardee,UMass Chan Medical School,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:54:48+00:00,3,pi_7ff4085f73095d588db28fc6d4434565,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,NeuroPAL multicolor atlas for whole-brain neuronal identification in C. elegans; Single-neuron molecular topography of the C. elegans nervous system; Global brain dynamics embedding C. elegans motor-command sequences,brain-wide calcium imaging; C. elegans behavior; C. elegans nervous system; C. elegans neuron identity; CeNGEN; motor command sequence; multicolor landmarks; NeuroPAL; neuropeptide codes; run-and-turn cycles; single-neuron expression profiles; whole-brain imaging,source-backed examples,complete,Selected full-name C. elegans whole-nervous-system tools/resources and brain-dynamics findings.,,,0,https://pubmed.ncbi.nlm.nih.gov/26478179/; https://pubmed.ncbi.nlm.nih.gov/33378642/; https://pubmed.ncbi.nlm.nih.gov/34237253/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Lejla Zubcevic,early-career awardee,University of Kansas Medical Center,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,4,,2020,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:48+00:00,3,pi_43445f2bb1445ea9a942ffa03eb739fa,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience,Electrophysiology; Imaging and microscopy,,unknown,Rat,TRPV2 structural mechanisms of gating and selectivity-filter plasticity; Cryo-EM structure of the TRPM8 cold- and menthol-sensing channel; Structural basis of electrophile irritant sensing by human TRPA1,C621 recognition; cold sensing; covalent agonists; cryo-EM; electrophile irritants; human TRPA1; large organic cation permeation; menthol-binding site; selectivity filter gating; TRPM8; TRPV2; voltage-sensor-like domain,source-backed examples,complete,"Selected full-name structural ion-channel papers, grouping closely related TRPV2 structures.",,,0,https://pubmed.ncbi.nlm.nih.gov/26779611/; https://pubmed.ncbi.nlm.nih.gov/29217583/; https://pubmed.ncbi.nlm.nih.gov/29728656/; https://pubmed.ncbi.nlm.nih.gov/31866091/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Ritchie Chen,early-career awardee,"University of California, San Francisco",neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:54:50+00:00,3,pi_6cfb4352e7595ae2a79aacf6f4441b14,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,Deep-brain optogenetics without intracranial surgery; Cardiogenic control of affective behavioral state; Convergent hypothalamus-brainstem circuits for defensive behavior,affective behavior; behavioral state transitions; cardiac pacing; convergent circuits; deep brain optogenetics; defensive behavior; heart-brain circuits; hypothalamus-brainstem pathways; insula-related brain activity; noninvasive light delivery; red-shifted opsins; subcortical circuits,source-backed examples,complete,The batch initials-only Chen papers were namesake-prone and not used; additional PubMed full-name Ritchie Chen papers and UCSF profile evidence support these selections.,,,0,https://pubmed.ncbi.nlm.nih.gov/32572237/; https://pubmed.ncbi.nlm.nih.gov/33020604/; https://pubmed.ncbi.nlm.nih.gov/36859543/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Excluded 4 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
SueYeon Chung,early-career awardee,New York University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,4,,2023,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:52+00:00,3,pi_180d6ef832435b6482dd136a4a7c7a83,unified-papers,unreviewed,,unreviewed roster label,,unknown,Learning and memory; Sensory systems,,,unknown,,Geometry and separability of object manifolds in deep neural networks; Theory of linear readout for object manifolds; Cutting-plane method for learning data manifolds,classification capacity; cutting plane method; data manifolds; deep neural networks; linear readout; neural classification; neural computation; object manifolds; population geometry; representation learning; statistical physics,source-backed examples,complete,The batch initials-only Chung papers were not used; additional PubMed full-name papers and Simons profile evidence support SueYeon Chung computational-neuroscience contributions.,,,0,https://pubmed.ncbi.nlm.nih.gov/27415193/; https://pubmed.ncbi.nlm.nih.gov/30148702/; https://pubmed.ncbi.nlm.nih.gov/32029727/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Excluded 1 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Fenna Krienen,early-career awardee,Princeton University,neuroscience (awardee),"Klingenstein-Simons, NIH DP2, Pew Biomedical",0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2025,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:53+00:00,3,pi_fa24c9eb4c895beabb3fddc662a89951,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,Intrinsic functional organization of large-scale human cerebral cortex networks; Intrinsic functional maps of human cerebrocerebellar circuits; Adult mouse brain molecular cell atlas across regions,1000 subjects; 565 cell populations; adult mouse brain; association cortex networks; association networks; cerebellar topography; cerebrocerebellar circuits; Drop-seq; DropViz; resting-state fcMRI; surface-based alignment,source-backed examples,complete,Selected full-name systems and cell-atlas papers across human functional networks and adult mouse brain molecular diversity.,,,0,https://pubmed.ncbi.nlm.nih.gov/19592571/; https://pubmed.ncbi.nlm.nih.gov/21653723/; https://pubmed.ncbi.nlm.nih.gov/21795627/; https://pubmed.ncbi.nlm.nih.gov/30096299/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Ken Loh,early-career awardee,Yale University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,2017,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:55+00:00,3,pi_577da147638256fea760afac293b1c63,unified-papers,unreviewed,,unreviewed roster label,,unknown,Neurodegeneration and aging,,,unknown,,APEX2 protocol for spatially resolved proteomic mapping in living cells; Proteomic mapping of excitatory and inhibitory synaptic clefts; Leptin-BDNF pathway regulating sympathetic innervation of adipose tissue,APEX2; BDNF PVH neurons; energy homeostasis; enzymatic tagging; excitatory synapses; inhibitory synapses; leptin signaling; living-cell compartments; proximity biotinylation; SILAC proteomics; sympathetic adipose innervation; synaptic cleft proteomes,source-backed examples,complete,Selected full-name papers on spatial proteomics and a neural control pathway for adipose innervation; endocrine namesakes were excluded.,,,0,https://pubmed.ncbi.nlm.nih.gov/26866790/; https://pubmed.ncbi.nlm.nih.gov/27565350/; https://pubmed.ncbi.nlm.nih.gov/32699414/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Excluded 3 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Lu Sun,early-career awardee,University of Texas Southwestern Medical Center,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,4,,2009,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:58+00:00,3,pi_f1f6491a9da0523c827f31d9a1bfeaaf,unified-papers,unreviewed,,unreviewed roster label,,unknown,Glia and neuroimmunology; Neural circuits and behavior,,,unknown,Mouse,Developmental single-cell atlas of microglia and brain myeloid cells; Spatially preferred oligodendrocyte populations and differential injury responses; Autophagy-apoptosis control of oligodendrocyte number,apoptosis; autophagy flux; developing brain; disease-associated microglia; mature oligodendrocyte heterogeneity; microglia single-cell RNA-seq; oligodendrocyte number control; PAM subset; premyelinating oligodendrocytes; single-cell transcriptomics; spatial preference; spinal cord injury,source-backed examples,complete,Selected Lu O Sun neuroglia/myelin papers; the unrelated full-name melanoma and initials-only namesake records were excluded.,,,0,https://pubmed.ncbi.nlm.nih.gov/30606613/; https://pubmed.ncbi.nlm.nih.gov/33203872/; https://pubmed.ncbi.nlm.nih.gov/37543947/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Excluded 1 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Emily Sylwestrak,early-career awardee,University of Oregon,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2025,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:59+00:00,3,pi_26c4d16dd565586baaa7db450e6cb6be,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,Elfn1 control of target-specific release probability at hippocampal synapses; Multiplexed and three-dimensional intact-tissue RNA mapping methods; Cell-type-specific population dynamics for reward computations in habenula,cell-type-specific electrophysiology; Elfn1; facilitating synapses; habenula; in situ sequencing; intact-tissue RNA labeling; line-attractor dynamics; O-LM interneurons; release probability; reward-predictive cues; single-cell spatial transcriptomics; STARmap,source-backed examples,complete,"Selected full-name synapse, spatial-transcriptomics and cell-type-specific reward-computation papers; related intact-tissue methods are grouped.",,,0,https://pubmed.ncbi.nlm.nih.gov/23042292/; https://pubmed.ncbi.nlm.nih.gov/26871636/; https://pubmed.ncbi.nlm.nih.gov/29930089/; https://pubmed.ncbi.nlm.nih.gov/36113428/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
