Researcher_ID,Name,Contribution,Category,Year,Keywords,Summary,Attribution,Status,Scope,Source,Source_title,Accessed,Supports,PMID,DOI,Note
pi_e91163dd2e115b36b755eaf4086f8c91,Coleen Murphy,Connected HSF-1 and DAF-16 to longevity and protein aggregation protection,discovery,2003,HSF-1; DAF-16; small heat-shock proteins; longevity; polyglutamine aggregation,"The study showed that HSF-1 activity influences lifespan and works with DAF-16 to activate genes, including small heat-shock proteins, that promote longevity and delay polyglutamine-expansion protein aggregation in worms.",Coauthored with Ao-Lin Hsu and Cynthia Kenyon; the primary paper lists Coleen T. Murphy as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/12750521/,Regulation of aging and age-related disease by DAF-16 and heat-shock factor.,2026-09-05,Supports HSF-1/DAF-16 aging and aggregation findings and Murphy's coauthor role.,12750521,10.1126/science.1083701,The age-related disease connection is through a worm aggregation model.
pi_e91163dd2e115b36b755eaf4086f8c91,Coleen Murphy,Standardized C. elegans positive butanone learning and memory assays,method,2011,C. elegans; butanone learning; associative memory; CREB; chemotaxis index,"The JoVE paper described assays that distinguish learning, short-term memory, and long-term associative memory in C. elegans using positive odor-food conditioning and image-based chemotaxis measurement.","Coauthored with Amanda Kauffman, Lance Parsons, Geneva Stein, Airon Wills, and Rachel Kaletsky; the primary paper lists Coleen Murphy as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/21445035/,"C. elegans positive butanone learning, short-term, and long-term associative memory assays.",2026-09-05,Supports the C. elegans associative-memory assay contribution and Murphy's coauthor role.,21445035,10.3791/2490,No step-by-step assay protocol is reproduced.
pi_94eadba41a3b50b485bdee8be7bb5b3b,Vijay Kuchroo,Defined reciprocal TGF-beta/IL-6 control of TH17 and regulatory T-cell differentiation,discovery,2006,TH17 cells; regulatory T cells; TGF-beta; IL-6; autoimmunity,"Using Foxp3 reporter mice, the study showed that IL-6 blocks TGF-beta-induced regulatory T-cell generation and, together with TGF-beta, promotes pathogenic IL-17-producing T-helper cell differentiation.","Coauthored with Estelle Bettelli, Yijun Carrier, Wenda Gao, Thomas Korn, Terry B. Strom, Mohamed Oukka, and Howard L. Weiner; the primary paper lists Vijay K. Kuchroo as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/16648838/,Reciprocal developmental pathways for the generation of pathogenic effector TH17 and regulatory T cells.,2026-09-05,Supports reciprocal TH17/Treg differentiation findings and Kuchroo's coauthor role.,16648838,10.1038/nature04753,The source addresses immune differentiation and autoimmune tissue injury mechanisms.
pi_94eadba41a3b50b485bdee8be7bb5b3b,Vijay Kuchroo,Identified galectin-9 as a Tim-3 ligand that restrains TH1 immunity,discovery,2005,Tim-3; galectin-9; TH1 cells; peripheral tolerance; autoimmunity,"The study identified galectin-9 as a Tim-3 ligand and showed Tim-3-dependent effects on TH1 calcium flux, aggregation, death, and suppression of TH1 autoimmunity in vivo.","Coauthored with Chen Zhu, Ana C. Anderson, Anna Schubart, Huabao Xiong, Jaime Imitola, and colleagues; the primary paper lists Vijay K. Kuchroo as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/16286920/,The Tim-3 ligand galectin-9 negatively regulates T helper type 1 immunity.,2026-09-05,Supports Tim-3/galectin-9 TH1 regulation and Kuchroo's coauthor role.,16286920,10.1038/ni1271,The source suggests an immune termination pathway; it is not a clinical therapy demonstration.
pi_94eadba41a3b50b485bdee8be7bb5b3b,Vijay Kuchroo,Showed combined Tim-3 and PD-1 targeting can reverse tumor T-cell exhaustion,discovery,2010,Tim-3; PD-1; T-cell exhaustion; tumor-infiltrating lymphocytes; anti-tumor immunity,"In mouse solid tumors, Tim-3 and PD-1 coexpression marked severely exhausted CD8 tumor-infiltrating lymphocytes, and combined targeting of both pathways controlled tumor growth better than either pathway alone.","Coauthored with Kaori Sakuishi, Lionel Apetoh, Jenna M. Sullivan, Bruce R. Blazar, and Ana C. Anderson; the primary paper lists Vijay K. Kuchroo as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/20819927/,Targeting Tim-3 and PD-1 pathways to reverse T cell exhaustion and restore anti-tumor immunity.,2026-09-05,Supports combined Tim-3/PD-1 exhaustion targeting and Kuchroo's coauthor role.,20819927,10.1084/jem.20100643,The source is preclinical tumor-immunology work.
pi_9cf233f89ba5556f9efde7543a68b8a6,Michael Do,Quantified photon capture and signaling by melanopsin retinal ganglion cells,discovery,2009,melanopsin; intrinsically photosensitive retinal ganglion cells; single-photon signaling; pupillary light reflex; non-image vision,"The study measured intrinsic light responses of melanopsin retinal ganglion cells, finding low photon catch but large and prolonged responses capable of signaling single-photon absorption and influencing pupillary behavior.","Coauthored with Shin H. Kang, Tian Xue, Haining Zhong, Hsi-Wen Liao, Dwight E. Bergles, and King-Wai Yau; the primary paper lists Michael Tri H. Do as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/19118382/,Photon capture and signalling by melanopsin retinal ganglion cells.,2026-09-05,Supports melanopsin retinal ganglion cell photon-capture findings and Do's first-author role.,19118382,10.1038/nature07682,The behavioral scope is non-image-forming light responses.
pi_9cf233f89ba5556f9efde7543a68b8a6,Michael Do,Showed melanopsin tristability supports sustained broadband phototransduction,discovery,2015,melanopsin; tristability; ipRGCs; temporal summation; broadband phototransduction,"The paper provided evidence that light distributes melanopsin among two silent states and one signaling state, enabling pigment availability, sustained signal integration over time, and broad wavelength responsiveness in ipRGCs.",Coauthored with Alan Joseph Emanuel; the primary paper lists Michael Tri Hoang Do as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/25741728/,Melanopsin tristability for sustained and broadband phototransduction.,2026-09-05,Supports melanopsin tristability findings and Do's coauthor role.,25741728,10.1016/j.neuron.2015.02.011,The mechanism is framed for ipRGC integration rather than image-forming vision.
pi_9cf233f89ba5556f9efde7543a68b8a6,Michael Do,Contributed to single-cell taxonomies of foveal and peripheral primate retina,resource,2019,single-cell RNA-seq; primate retina; fovea; peripheral retina; retinal disease genes,"Large-scale single-cell RNA sequencing generated macaque foveal and peripheral retinal cell taxonomies, compared macaque and mouse retinal types, and mapped region- and type-specific expression of human retinal disease genes.","Coauthored with Yi-Rong Peng, Karthik Shekhar, Wenjun Yan, Dustin Herrmann, Anna Sappington, and colleagues; the primary paper lists Michael Tri H. Do as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/30712875/,Molecular Classification and Comparative Taxonomics of Foveal and Peripheral Cells in Primate Retina.,2026-09-05,Supports the primate retinal cell taxonomy resource and Do's coauthor role.,30712875,10.1016/j.cell.2019.01.004,This resource contribution is coauthored and not limited to Do's lab alone.
pi_e53733e0b88654b99faebad405b4c97d,Mario Suvà,Used single-cell RNA-seq to expose intratumoral glioblastoma heterogeneity,discovery,2014,glioblastoma; single-cell RNA-seq; intratumoral heterogeneity; stemness states; tumor subtypes,"Profiling individual cells from primary glioblastomas revealed variable transcriptional programs for oncogenic signaling, proliferation, immune response, hypoxia, and stemness, showing subtype classifiers vary within tumors.","Coauthored with Anoop P. Patel, Itay Tirosh, John J. Trombetta, Alex K. Shalek, Shawn M. Gillespie, and colleagues; the primary paper lists Mario L. Suvà as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/24925914/,Single-cell RNA-seq highlights intratumoral heterogeneity in primary glioblastoma.,2026-09-05,Supports single-cell glioblastoma heterogeneity findings and Suvà's coauthor role.,24925914,10.1126/science.1254257,The source profiles five primary glioblastomas and does not define all glioblastoma biology.
pi_e53733e0b88654b99faebad405b4c97d,Mario Suvà,Connected IDH-mutant glioma methylation to insulator loss and oncogene activation,discovery,2016,IDH mutant glioma; CTCF; DNA methylation; chromosomal topology; PDGFRA,"The study showed that IDH-mutant gliomas hypermethylate CTCF-binding sites, weakening chromatin insulation and enabling aberrant enhancer contact with PDGFRA, with demethylation or motif disruption experiments supporting causality.","Coauthored with William A. Flavahan, Yotam Drier, Brian B. Liau, Shawn M. Gillespie, Andrew S. Venteicher, Anat O. Stemmer-Rachamimov, and Bradley E. Bernstein; the primary paper lists Mario L. Suvà as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26700815/,Insulator dysfunction and oncogene activation in IDH mutant gliomas.,2026-09-05,Supports IDH-related insulator dysfunction and Suvà's coauthor role.,26700815,10.1038/nature16490,"The contribution is a glioma mechanism, not a treatment claim."
pi_e53733e0b88654b99faebad405b4c97d,Mario Suvà,"Built an integrated model of glioblastoma cellular states, plasticity, and genetics",resource,2019,glioblastoma cell states; single-cell RNA-seq; plasticity; copy number amplifications; tumor microenvironment,"Combining single-cell RNA-seq, TCGA data, functional assays, and lineage tracing, the study defined four main malignant-cell states influenced by genetics and microenvironment and exhibiting plasticity.","Coauthored with Cyril Neftel, Julie Laffy, Mariella G. Filbin, Toshiro Hara, Marni E. Shore, and colleagues; the primary paper lists Mario L. Suvà as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31327527/,"An Integrative Model of Cellular States, Plasticity, and Genetics for Glioblastoma.",2026-09-05,Supports the integrated glioblastoma state/plasticity model and Suvà's coauthor role.,31327527,10.1016/j.cell.2019.06.024,"The source describes a model blueprint, not a clinical classifier ready for care."
pi_9e4561ee6e045bd4a23f859e5cdc788f,Shelley Berger,Showed epigenetic stability constrains exhausted T-cell reinvigoration after PD-1 blockade,discovery,2016,exhausted CD8 T cells; PD-1 blockade; epigenetic landscape; memory T cells; chronic infection,"In mouse models, PD-L1 blockade transcriptionally reinvigorated exhausted CD8 T cells but minimally remodeled their distinct epigenetic state, limiting durable conversion into memory T cells after antigen changes.","Coauthored with Kristen E. Pauken, Morgan A. Sammons, Pamela M. Odorizzi, Sasikanth Manne, Jernej Godec, and colleagues; the primary paper lists Shelley L. Berger as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/27789795/,Epigenetic stability of exhausted T cells limits durability of reinvigoration by PD-1 blockade.,2026-09-05,Supports epigenetic stability of exhausted T cells and Berger's coauthor role.,27789795,10.1126/science.aaf2807,The therapeutic inference is bounded to the studied blockade model.
pi_9e4561ee6e045bd4a23f859e5cdc788f,Shelley Berger,Linked cytoplasmic chromatin to cGAS-STING inflammation in senescence and cancer,discovery,2017,cytoplasmic chromatin; cGAS-STING; senescence; inflammation; cancer,"The study showed that chromatin fragments in the cytoplasm activate cGAS-STING signaling, promoting senescence-associated inflammation, tissue responses to oncogenic stress, and inflammatory gene expression in cancer contexts.","Coauthored with Zhixun Dou, Kanad Ghosh, Maria Grazia Vizioli, Jiajun Zhu, Payel Sen, and colleagues; the primary paper lists Shelley L. Berger as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28976970/,Cytoplasmic chromatin triggers inflammation in senescence and cancer.,2026-09-05,Supports cytoplasmic chromatin/cGAS-STING inflammatory mechanism and Berger's coauthor role.,28976970,10.1038/nature24050,The source proposes targeting relevance but does not demonstrate a therapy.
